CODICESCUOLA,ANNOCORSO,SEZIONEANNO,TIPOGRADOSCUOLA,COMBINAZIONE,DISCIPLINA,CODICEISBN,AUTORI,TITOLO,SOTTOTITOLO,VOLUME,EDITORE,PREZZO,NUOVAADOZ,DAACQUIST,CONSIGLIATO
PZPC040004,2,B,NO,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9791221600698,SERIANNI LUCA - DELLA VALLE VALERIA - PATOTA GIUSEPPE,ITALIANO DI TUTTE E DI TUTTI. EASYBOOK (L'),ND,U,B.MONDADORI,"6,80",No,No,Ap
PZPC040004,2,B,NO,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788838338014,"CAMPANINI CARLO - SCAGLIETTI PAOLO ",NUOVO GRECO DI CAMPANINI (IL),ESERCIZI 1 + LABORATORIO TRADUZIONI + GRAMMATICA + VIAGGIO GRECI,1,SANSONI PER LA SCUOLA,"58,30",No,No,No
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788808306692,RODIGHIERO ANDREA - MAZZOLDI SABINA - PIOVAN DINO,CON PAROLE ALATE  - VOL. 3 DA PLATONE AL TARDO ANTICO (LDM),"AUTORI, TESTI E CONTESTI DELLA LETTERATURA GRECA",3,ZANICHELLI EDITORE,"49,00",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788839535771,GUIDO BALDI - ROBERTO FAVATà - SILVIA GIUSSO,IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO 3A,ND,3,PARAVIA,"8,50",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788839535788,GUIDO BALDI - ROBERTO FAVATA' - SILVIA GIUSSO,IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO 3B,ND,3,PARAVIA,"35,40",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA E LETTERATURA ITALIANA,9788839535795,GUIDO BALDI - ROBERTO FAVATA' - SILVIA GIUSSO,IMPARARE DAI CLASSICI A PROGETTARE IL FUTURO 3C,ND,3,PARAVIA,"35,60",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788843401376,"LISIA - RONCORONI A. ",PER EUFILETO,ND,U,CARLO SIGNORELLI EDITORE,"7,80",No,No,Mo
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA E CULTURA GRECA,9788891434531,"EURIPIDE  ",MEDEA,NUOVA EDIZIONE S163,U,SIMONE PER LA SCUOLA,"16,00",No,No,Mo
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA LATINA,9788805079841,SCHEMBRA ROCCO - PRIVITERA A - SORBELLO D M,NOTOS + AUSTER,VERSIONI GRECHE E LATINE PER IL SECONDO BIENNIO E IL QUINTO ANNO,U,SEI,"35,40",No,No,Mo
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA LATINA,9788858333129,MORTARINO - REALI - TURAZZA,PRIMORDIA RERUM V.3. DALLA PRIMA ETÀ IMPERIALE AL TARDOANTICO,ND,3,LOESCHER EDITORE,"35,80",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA INGLESE,9788808301857,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER HERITAGE 2ND EDITION - CONFEZIONE VOL. 2 + MAPS (LDM),FROM THE VICTORIAN AGE TO THE PRESENT AGE,2,ZANICHELLI EDITORE,"37,20",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,LINGUA INGLESE,9788808467669,SPIAZZI MARINA - TAVELLA MARINA - LAYTON MARGARET,PERFORMER HERITAGE SECOND EDITION - CONFEZIONE VOLUME 1 + MAPS (LDM),FROM THE ORIGINS TO THE ROMANTIC AGE,1,ZANICHELLI EDITORE,"31,90",No,No,No
PZPC040004,5,F,NT,LICEO CLASSICO,STORIA,9788822198020,"CASTRONOVO VALERIO  ",DAL TEMPO ALLA STORIA LIBRO MISTO CON LIBRO DIGITALE,"VOLUME 3, GUIDA AL NUOVO ESAME DI STATO",3,LA NUOVA ITALIA EDITRICE,"41,90",No,Si,No
PZPC040004,5,F,NT,LICEO CLASSICO,MATEMATICA,9788849423754,"SASSO LEONARDO  ",COLORI DELLA MATEMATICA ED.AZZURRA - VOLUME 5+QUAD.INCLUSIONE E RECUP 5+EBOOK,ND,3,PETRINI,"31,30",No,Si,No
